"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"YBL079W",88.4401120362232,2.02736698514672,0.912252638439371,2.22237448237478,0.0262580083593226,0.777648017126951,"YBL079W"
"YBL080C",10.6815434069409,-0.996053356826632,1.81742291853487,-0.54805810286007,0.583652007650653,0.999436863219939,"YBL080C"
"YBL081W",18.5074336356964,1.24346309344071,1.4477178339571,0.85891260318449,0.390388735555115,0.999436863219939,"YBL081W"
"YBL082C",17.8524973127558,-0.492798991140997,1.90385834057655,-0.258842257660705,0.795756951751491,0.999436863219939,"YBL082C"
"YBL083C",0.412616498479109,1.30494040656475,2.61311009547454,0.499382099829885,0.617510227091183,0.999436863219939,"YBL083C"
"YBL084C",7.79495626306512,0.402173333938962,2.1391519325689,0.188005969943422,0.850871971295286,0.999436863219939,"YBL084C"
"YBL085W",22.158034834352,-0.77372748387073,1.42873385198106,-0.541547666696559,0.5881301520624,0.999436863219939,"YBL085W"
"YBL086C",15.2134283943136,2.29573395443328,1.97197529751761,1.16417987452644,0.244351124393636,0.999436863219939,"YBL086C"
"YBL087C",184.069061422011,0.276880030221317,0.435922603172029,0.635158691489211,0.525324921607059,0.999436863219939,"YBL087C"
"YBL088C",24.5082427089347,-0.0431216650021785,1.58729360878072,-0.0271667855043545,0.97832670725089,0.999436863219939,"YBL088C"
"YBL089W",9.2981109446284,2.49196947627744,1.8525945638675,1.34512403570654,0.178585182424399,0.999436863219939,"YBL089W"
"YBL090W",7.21306855766457,-2.22983801456755,1.54045906847074,-1.44751526360332,0.147752664618362,0.999436863219939,"YBL090W"
"YBL091C",67.0971130085462,0.134961746087999,0.91702410957945,0.147173607191083,0.882994992139239,0.999436863219939,"YBL091C"
"YBL092W",358.229085275666,0.098852246210333,0.199825409079368,0.494693075649205,0.620816790062754,0.999436863219939,"YBL092W"
"YBL093C",2.16383578063364,-0.313369568516321,2.31052125594152,-0.135627217326173,0.892115987946125,0.999436863219939,"YBL093C"
"YBL094C",0.415374939752666,-0.253788179132798,2.13731919724785,-0.118741355741151,0.905480271164315,0.999436863219939,"YBL094C"
"YBL095W",2.63011482364021,-2.5699428148435,1.7493886720858,-1.46905193559952,0.141818703039151,0.999436863219939,"YBL095W"
"YBL097W",10.0495982878191,2.59064110965957,1.86329110470321,1.39035768652597,0.164420288691094,0.999436863219939,"YBL097W"
"YBL098W",0.323911477562739,-0.495166507052543,5.06083086567375,-0.0978429274155601,0.922057019746458,0.999436863219939,"YBL098W"
"YBL099W",85.0813184485656,-0.123313394039953,0.671697355661546,-0.183584754354889,0.854339224098429,0.999436863219939,"YBL099W"
"YBL100C",5.06192891208437,-0.0666001262365748,0.514031941797886,-0.129564178450921,0.896911245749847,0.999436863219939,"YBL100C"
"YBL101C",39.4062945080371,1.76051619030383,1.51295041536973,1.16363112261918,0.244573533184092,0.999436863219939,"YBL101C"
"YBL102W",30.5246625615671,-0.278637349580798,1.13061428201317,-0.246447753237874,0.805335644134774,0.999436863219939,"YBL102W"
"YBL103C",5.29251719595769,-2.37493989022666,2.49344397119949,-0.952473734183882,0.340856780540032,0.999436863219939,"YBL103C"
"YBL104C",10.2955065369501,-0.315502568488497,2.11363490117633,-0.149270135685641,0.881340479503285,0.999436863219939,"YBL104C"
"YBL105C",45.6762526873486,1.01047735750503,1.21493047569005,0.83171619917683,0.405569154813079,0.999436863219939,"YBL105C"
"YBL106C",9.991795706292,-2.94665527463361,2.30741614929617,-1.27703677359302,0.201589264782412,0.999436863219939,"YBL106C"
"YBL107C",17.4262394489757,0.618531923968552,1.29941429989703,0.476008247729431,0.634068502018415,0.999436863219939,"YBL107C"
"YBR001C",24.7907965685601,-1.0434390885877,1.55510850126877,-0.67097510413993,0.502236389491341,0.999436863219939,"YBR001C"
"YBR002C",7.35544677273212,0.665437470297889,2.30826395439089,0.288284825066068,0.773128722154066,0.999436863219939,"YBR002C"
"YBR003W",20.2887303861103,-1.47104466639836,1.62130623395823,-0.907320674890007,0.364237244068533,0.999436863219939,"YBR003W"
"YBR004C",34.7960473591745,2.36103564821142,1.85963379546133,1.26962397326496,0.204218605744432,0.999436863219939,"YBR004C"
"YBR005W",4.50930272407215,-3.82944176093869,3.11066055321756,-1.23107028086933,0.218296579648255,0.999436863219939,"YBR005W"
"YBR006W",37.0212114609094,-0.622287291508052,1.68247707938003,-0.369863755729354,0.711484008105444,0.999436863219939,"YBR006W"
"YBR007C",9.41089296663282,-1.38535978846748,2.26005494229926,-0.612976154932804,0.539892106558844,0.999436863219939,"YBR007C"
"YBR008C",50.0515540085685,0.0226024453497034,1.64861754418836,0.0137099386266879,0.989061394315745,0.999436863219939,"YBR008C"
"YBR009C",136.065420924398,1.02934863605127,0.936283870976885,1.09939802228707,0.271594493045782,0.999436863219939,"YBR009C"
"YBR010W",91.2047486352538,0.44820335121666,0.804663788970907,0.557006985227796,0.577522656644824,0.999436863219939,"YBR010W"
"YBR011C",218.169784436279,0.0287827722431707,0.405908086583964,0.0709095807511508,0.943469718235515,0.999436863219939,"YBR011C"
"YBR012C",3.95572741886627,4.19640597201472,2.7583402491971,1.52135182497381,0.128171571371566,0.999436863219939,"YBR012C"
"YBR013C",14.9373994285254,0.824179773047703,1.77195809448563,0.465123738316705,0.641842847334644,0.999436863219939,"YBR013C"
"YBR014C",24.0543917685769,0.451417507886052,1.06404464007102,0.424246775826924,0.671385850759169,0.999436863219939,"YBR014C"
"YBR015C",34.7103686146234,-1.20977431417854,1.20176677752196,-1.00666313697995,0.314096682488004,0.999436863219939,"YBR015C"
"YBR016W",39.8941230358322,0.614419879345484,0.907461782787727,0.6770752124216,0.498358235106736,0.999436863219939,"YBR016W"
"YBR017C",46.09689842872,0.0272405867538903,1.16619940143984,0.023358429716443,0.981364364230976,0.999436863219939,"YBR017C"
"YBR018C",0.136036616893983,-1.61545445309467,5.06545896021225,-0.318915712432696,0.749790429180923,0.999436863219939,"YBR018C"
"YBR019C",1.03110084545423,-2.75186001841937,5.05532595847884,-0.544348681177308,0.586201553273463,0.999436863219939,"YBR019C"
"YBR020W",0.903747203825872,-1.06512158571888,5.06944500293176,-0.210106152666198,0.833584823527185,0.999436863219939,"YBR020W"
"YBR021W",21.3861718640607,-2.15278350211706,2.21708006023828,-0.970999442341151,0.331548556276234,0.999436863219939,"YBR021W"
"YBR022W",4.45984973384125,1.60450607377585,2.2874361168019,0.701443009485718,0.48302658896914,0.999436863219939,"YBR022W"
"YBR023C",39.5936448746789,0.511606502926409,1.37928218015467,0.370922288627727,0.710695413577943,0.999436863219939,"YBR023C"
"YBR024W",15.6769513133896,-2.53993042216702,1.95014063794721,-1.30243448741248,0.192767899592957,0.999436863219939,"YBR024W"
"YBR025C",181.93682977995,0.138918531815217,0.457346164165106,0.303749200714988,0.761318971066627,0.999436863219939,"YBR025C"
"YBR026C",32.1204691566267,0.869301753340244,1.40299145604686,0.619605878277858,0.535517295735195,0.999436863219939,"YBR026C"
"YBR027C",1.1763730341057,-1.87915676201143,2.0187316525033,-0.930860106979158,0.351925932677479,0.999436863219939,"YBR027C"
"YBR028C",11.696384960217,-1.0645445187132,2.42581341430119,-0.438840230842679,0.660777307225796,0.999436863219939,"YBR028C"
