	alignment/bam/SRR20707035_sorted.bam	alignment/bam/SRR20707036_sorted.bam	alignment/bam/SRR20707037_sorted.bam	alignment/bam/SRR20707038_sorted.bam	alignment/bam/SRR20707039_sorted.bam	alignment/bam/SRR20707040_sorted.bam	alignment/bam/SRR20707041_sorted.bam	alignment/bam/SRR20707042_sorted.bam	alignment/bam/SRR20707043_sorted.bam	alignment/bam/SRR20707044_sorted.bam	alignment/bam/SRR20707045_sorted.bam	alignment/bam/SRR20707047_sorted.bam	alignment/bam/SRR20707048_sorted.bam	alignment/bam/SRR20707049_sorted.bam	alignment/bam/SRR20707050_sorted.bam	alignment/bam/SRR20707051_sorted.bam	alignment/bam/SRR20707053_sorted.bam	alignment/bam/SRR20707054_sorted.bam	alignment/bam/SRR20707056_sorted.bam	alignment/bam/SRR20707058_sorted.bam	alignment/bam/SRR20707059_sorted.bam	alignment/bam/SRR20707060_sorted.bam	alignment/bam/SRR20707061_sorted.bam	alignment/bam/SRR20707062_sorted.bam	alignment/bam/SRR20707063_sorted.bam	alignment/bam/SRR20707064_sorted.bam	alignment/bam/SRR20707065_sorted.bam	alignment/bam/SRR20707066_sorted.bam	alignment/bam/SRR20707067_sorted.bam	alignment/bam/SRR20707068_sorted.bam	alignment/bam/SRR20707069_sorted.bam	alignment/bam/SRR20707070_sorted.bam	alignment/bam/SRR20707071_sorted.bam	alignment/bam/SRR20707072_sorted.bam	alignment/bam/SRR20707073_sorted.bam	alignment/bam/SRR20707074_sorted.bam	alignment/bam/SRR20707075_sorted.bam	alignment/bam/SRR20707076_sorted.bam	alignment/bam/SRR20707077_sorted.bam	alignment/bam/SRR20707078_sorted.bam	alignment/bam/SRR20707079_sorted.bam	alignment/bam/SRR20707080_sorted.bam	alignment/bam/SRR20707081_sorted.bam	alignment/bam/SRR20707082_sorted.bam	alignment/bam/SRR20707083_sorted.bam	alignment/bam/SRR20707084_sorted.bam	alignment/bam/SRR20707085_sorted.bam	alignment/bam/SRR20707086_sorted.bam	alignment/bam/SRR20707087_sorted.bam	alignment/bam/SRR20707088_sorted.bam	alignment/bam/SRR20707089_sorted.bam	alignment/bam/SRR20707090_sorted.bam	alignment/bam/SRR20707091_sorted.bam	alignment/bam/SRR20707092_sorted.bam	alignment/bam/SRR20707093_sorted.bam	alignment/bam/SRR20707094_sorted.bam	alignment/bam/SRR20707095_sorted.bam	alignment/bam/SRR20707096_sorted.bam	alignment/bam/SRR20707097_sorted.bam	alignment/bam/SRR20707098_sorted.bam	alignment/bam/SRR20707099_sorted.bam	alignment/bam/SRR20707100_sorted.bam	alignment/bam/SRR20707101_sorted.bam	alignment/bam/SRR20707102_sorted.bam	alignment/bam/SRR20707103_sorted.bam	alignment/bam/SRR20707104_sorted.bam	alignment/bam/SRR20707105_sorted.bam	alignment/bam/SRR20707106_sorted.bam	alignment/bam/SRR20707107_sorted.bam	alignment/bam/SRR20707108_sorted.bam	alignment/bam/SRR20707109_sorted.bam	alignment/bam/SRR20707110_sorted.bam	alignment/bam/SRR20707111_sorted.bam	alignment/bam/SRR20707112_sorted.bam	alignment/bam/SRR20707113_sorted.bam	alignment/bam/SRR20707114_sorted.bam	alignment/bam/SRR20707115_sorted.bam	alignment/bam/SRR20707116_sorted.bam	alignment/bam/SRR20707117_sorted.bam	alignment/bam/SRR20707119_sorted.bam	alignment/bam/SRR20707120_sorted.bam	alignment/bam/SRR20707121_sorted.bam	alignment/bam/SRR20707122_sorted.bam	alignment/bam/SRR20707123_sorted.bam	alignment/bam/SRR20707124_sorted.bam	alignment/bam/SRR20707125_sorted.bam	alignment/bam/SRR20707127_sorted.bam	alignment/bam/SRR20707129_sorted.bam	alignment/bam/SRR20707131_sorted.bam	alignment/bam/SRR20707133_sorted.bam	alignment/bam/SRR20707134_sorted.bam	alignment/bam/SRR20707135_sorted.bam	alignment/bam/SRR20707136_sorted.bam	alignment/bam/SRR20707137_sorted.bam	alignment/bam/SRR20707139_sorted.bam	alignment/bam/SRR20707140_sorted.bam	alignment/bam/SRR20707141_sorted.bam	alignment/bam/SRR20707142_sorted.bam	alignment/bam/SRR20707143_sorted.bam	alignment/bam/SRR20707144_sorted.bam	alignment/bam/SRR20707145_sorted.bam	alignment/bam/SRR20707146_sorted.bam	alignment/bam/SRR20707147_sorted.bam	alignment/bam/SRR20707148_sorted.bam	alignment/bam/SRR20707149_sorted.bam	alignment/bam/SRR20707151_sorted.bam	alignment/bam/SRR20707152_sorted.bam	alignment/bam/SRR20707153_sorted.bam	alignment/bam/SRR20707154_sorted.bam	alignment/bam/SRR20707155_sorted.bam	alignment/bam/SRR20707156_sorted.bam	alignment/bam/SRR20707157_sorted.bam	alignment/bam/SRR20707158_sorted.bam	alignment/bam/SRR20707159_sorted.bam	alignment/bam/SRR20707160_sorted.bam	alignment/bam/SRR20707161_sorted.bam	alignment/bam/SRR20707162_sorted.bam	alignment/bam/SRR20707163_sorted.bam	alignment/bam/SRR20707164_sorted.bam	alignment/bam/SRR20707165_sorted.bam	alignment/bam/SRR20707166_sorted.bam	alignment/bam/SRR20707167_sorted.bam	alignment/bam/SRR20707168_sorted.bam	alignment/bam/SRR20707169_sorted.bam	alignment/bam/SRR20707170_sorted.bam
YDL246C	0	0	0	0	0	0	0	0	0	3.43158982522479	0	0	0	1.91789405192444	0	0	0	0	0	0	0	0	0	0.586937562536793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06128940388975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL243C	9.61204913274321	7.94306824620198	8.17796359124358	7.30206441860359	7.51336410455294	0	10.0937648586424	0	8.2782256790598	8.98992092266342	7.0331555492727	7.3492704524262	0	5.15922079410819	10.0019016600116	7.9351360609079	9.51645020629144	9.45690991261221	0	0	0	0	7.60427418567239	7.54116063580121	0	0	6.57230813922091	9.23587938485329	0	1.63146015173665	0	9.43750962193965	7.74193753959101	9.23434928202941	0	0	0	0	0	0	7.46438917794104	6.44729554624826	2.55733784372967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1248333863265	9.7590813792771	0	0	8.2798700430531	3.26075579174907	9.49271259218871	7.86547599473712	9.22946713274749	9.1593827950708	9.0280899574372	6.31324132786749	0	7.13094272653227	7.83808987051095	0	9.08992580122965	9.48888073348812	7.63139304758283	9.1139993727403	6.99207434674241	1.44848193215002	0	5.73372587826793	8.95096732295297	0	8.08399636996097	0	0	8.01374093689407	6.66185431777003	0	5.74693408554648	7.05764751602648	1.04973287844921	4.39730349509628	0	0	6.93130384168832	0	0	7.69176328383754	9.69272120059513	9.35661994669434	0	0	0	0	0	0	0	0	0	7.62151952123599	0	0	0	0	0	0	0	0	0	5.35291450939243	0	7.38547043865701	0
YDR387C	0	0	0	0	1.35975361349698	0	0	0	5.17310987867173	0	7.27597519896472	2.60876916643814	0	8.09441367238673	0	4.38838101921955	0	0	0	0	0	5.88952896382756	0	0	0	0	0	0	0	0	0	0	0	0	3.07158245881893	0	4.62033627641851	5.53241997003812	0.663247413647009	0	2.02408941942692	7.42332944031836	0	0	0	0	0	0	0	0.861045142512213	0	0	0	0	6.44724775447927	0	0	0	6.16017863903416	7.21726347264885	0	0	3.03646608963124	0	0	0	0	8.52581123642926	4.83325872769822	1.96648174808301	8.31010922388964	0	6.4655350024874	0	5.75713073470358	7.37663792126425	4.5080021854199	3.33495776287588	6.16849444298243	0	6.36139504098631	0	0.567852585691685	0	0	0	0	0	0	0	0	6.07924488233643	0	0.625275628017499	1.92387669156292	0	0	0	0	0	5.23197872236351	0	0	0	0	2.35344728373839	0	0	0	0	1.57438158980501	0	0	0	0	0	3.75079204097666	0	4.95980986568678	0	0	0	0	0	0
YDL094C	0	0	0	0	0	1.05422154793192	0	0	1.17174579212342	0	0	1.43292922650948	0	0	0	0	0	0.885612600857831	0	3.40308946619151	0	0	0	2.00444009282129	0.751553959058493	0	0	0	0	0	0	0	1.1864163304789	0	1.43791807921752	0.731514264317837	0	0	0	4.15889304845582	0	0	0	0	0	0.891181951744892	0.552143654154877	1.15907828877317	0	0	0	0	0	0	0.865145481543395	0	0	0	0	0	0	0.796509829256962	0	0	0	0	0	1.17281993654438	0	0	0	0	1.39678511425767	0	0	0	0	0.968583525288438	0	0	0	0	0	0	0	0	0	0	0	1.29363633746612	0.723039351946452	0	0	0.625275628017499	0	0	0	0	0	1.56537821335939	0	0	0	0	0	0	0	0	0	0	0	0	0.624786204744641	0	1.45617977110137	0	0	0	0	0	0	0.754790485810351	3.38770380372815	0	0
YDR438W	0	0	0	0	0	0	0	0	0	0	4.32488465133307	5.91881609513886	0	0	0	6.7463327942501	0	5.29056092057083	0	0	5.50490184077793	0	0	0	0	0	0	0	4.94995152625411	6.51136301225393	0	0	0	0	2.47459774978386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45362693600472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30744065596125	3.95260263098739	0	0	5.82523356552214	0	0	0.723039351946452	6.56780153615575	0	0	0	0	0	7.304191058214	0	0	0	0	0	0	0	0	0	0	0	7.24982084609127	0	0	0	0	0	0	3.0835603685527	0	0	0	0	0	0	0	0
YDR523C	0	0	0	0	0	0	0	0	0	0	2.93035253037494	0	0	0	0	1.68520656776679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29207597182534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83791434835018	0	0	0	3.78315049771697	0	0	0	0	0	0	0	2.15653072399813	1.15142643991535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.791140247242291	0	0	0	0	0	0	0	0	0	0	2.18742505539966	0	0	0	0	0	0	0	0	0	0	0	0	2.70023821534185	0	0	0
YDR542W	0	0	0	0	0	0	0	0	0	0	2.76449386138847	0	2.12913449085365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75440893575836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92387669156292	0	0	0	1.45235640204955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33679922167376
YDR492W	0	0	0	0	4.24897155507912	0	0	0	0	0	0	5.10568740091979	2.95402861852477	0	0	0	0	3.48163317075705	0	0	0	0	0	2.32666370859451	0	0	0	0	4.29511972203991	0	1.84478780094959	0	0	0	0	0	3.14816051443736	0	0	0	0.821169517958236	0	0	0	0.667217968248385	0	5.27676771551492	0	0	0	0	0	0	0	0	0	7.1314604918953	0	0	0	3.73038571719768	6.5747441301808	0	0	0	0	0	0	0	0	2.39931596310064	0	0	0	0	0	0	6.07694002278652	0	0	3.42903653616247	0	0	0	0	0	0	0	0	0	0	0	0	3.49922140948123	0	0	0	0	0	0	0	0	0	0	0	0	1.38036722685896	4.54656790926624	0	0	0	0	0	6.04203226442117	1.11272613144914	7.54671320959817	0	0	0.702673362646212	0	0	0	0.745174348530263	0	0
YDR018C	0	0	0	0	0	0	0	0	0	0	5.66312394318238	0	0	0	5.24042949448791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07158245881893	0	0	0	5.8483324821629	4.53185141137222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15946871805071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL189W	0	7.11960034791732	0	0	4.30720711442969	6.40895972613502	0	0	7.28865701449333	8.11665845689965	5.22598112473752	4.07605788664017	0	6.42207612189238	0	0	0	5.59880413169039	0	0	0	5.81680865761844	0	7.93070529537293	0	1.67197393681497	7.02339467694689	6.91197543888163	0	7.23865204973835	8.2735538102355	0	4.72886429640255	0	6.47157551280505	7.22482853539918	6.25503358151425	0	5.07399261211462	8.96284401204503	7.40034541544632	5.83941481826574	2.08999641528532	0	0	6.46236139626875	3.30144018935578	1.15907828877317	5.2932147435657	0	4.94650089437733	0	2.55745846789283	0	5.3078509619095	0	6.07453025367784	0.946341717656861	8.0787815823367	6.5577981585654	5.64646923429151	8.08449032292632	8.98109678949877	8.64456115514789	0	0	0	0	0	7.66959619058677	0	8.40109652131383	0	4.0534384068926	6.86568847799344	8.74054109209801	0.807447963262804	0	0	0	6.3826682229937	0	7.54078028852616	0	0	6.04313682992907	0	0	0	2.42071282204278	0	5.29841544645662	4.73787689282094	0	6.85263475071396	7.86077177709868	9.0276684635307	0.791140247242291	8.32037768787525	5.30516186407638	0	4.57023413330006	5.46443647693773	0	0	0	0	0	0	0	0	0	6.24400331577856	6.11569380928549	0	7.27547000553081	5.59558058665785	5.13567497436515	0	2.69848421078744	6.13605133975752	0	0	0	0
YDR508C	8.00304917729057	0	0	1.6150949911148	4.82844044612066	4.4232655838399	4.2770614086811	0	2.86080537717137	8.03823791506577	5.84034275236397	7.13916265501325	5.37485153433028	9.02408385537098	4.91340273577316	7.59827736704944	2.63787653708945	5.7877232576011	0	0	8.71882396195018	7.64480166806162	5.95262279482418	0	8.24064795530851	8.53765416349327	7.29856494916341	8.98252737335912	5.87913247156439	7.60021252112216	5.47300817866624	1.69309440037085	7.11679775080309	7.961460144478	7.9722733222744	5.96383073460644	5.18561297506895	0	4.94325597677333	5.20295154574541	7.03740867133864	0	3.81043082643377	7.22790689067694	2.51198969640338	3.25503988998956	6.97145336213784	0.69293914963888	0	4.57639532101792	0	7.13407189385378	7.63598102401749	6.04443944889003	0	0	4.39158477920673	1.91874513811818	8.40715349716687	6.02047941061984	0	0	0	6.44042895752941	3.59313138320924	1.79506130681893	8.03182245272763	7.1189113477053	7.75717492094895	7.26830322174594	4.61561718807977	0	6.20309937058899	0	6.25977268054795	4.74469955021524	3.52376016705193	7.95352670530414	0	5.98302686512726	0	7.46660864021357	0.567852585691685	4.90329238490892	0	7.32778013012832	4.91426275276594	8.04111634670214	3.85470748839375	8.38730175153711	8.65733976550673	2.33262124607659	5.7397719499957	7.50073692683371	1.26135417126828	3.95098868675086	7.53894235333157	6.04459743203763	5.15910160660974	2.29839484443353	6.41007402344728	0.920218028288617	2.70761839019476	4.12328930328941	3.27195492121885	3.7367474705076	0	7.43934331522416	7.27655661860552	3.64096448219623	4.37717797175971	6.16258760028855	7.86734303591835	3.59041679784862	6.31236350092174	8.08512210262573	9.22079123853583	5.22621724394482	3.88805084302062	5.24567704652593	7.40128816298673	7.9040211342598	8.22819413381306	8.11243161048448	7.48808633770909
YDR462W	0	4.36687385572062	0	0	0	5.96268903730606	0	0	0	3.89421782658341	0	1.9385640256758	1.42614386252975	6.42207612189238	5.40610786433636	6.41282972564979	0	3.77749698911973	0	0	4.79970215822896	1.96868572568585	1.53810999144474	0	0	0	0	4.20877855442046	3.97354762271909	0	4.15769110339182	5.55945808972672	0	5.19680004240654	4.67242030013072	0	1.5686699945603	0	0	0	0	0	0	4.18438920570044	0	0	4.51817941209513	0	0	0	0	0	0	0	0	0	0	0	0	5.68928112163584	0	0	5.21038656256486	0	0	0	0	5.07114074607135	0	0	0	6.82464424357292	0	0	4.31517787079691	0	0	0	3.78794598927523	0.898868960958238	0	0	4.99404538090081	0	0	0	0	0	0	0	0	6.40551327105308	4.95252472124554	0	0	1.77016488533039	0	0	0	3.94204892928344	2.57132353851746	0	0	5.19000167923219	0	0	0	0	0	0	0	0	5.47114140706899	0	2.16594952464878	3.15061824619014	6.32056224584854	0	0	6.28312053576366	0	0	0	0	2.82855276095693
YDR175C	6.59842319239951	0	0	0	0	7.72066491276913	4.4386944784554	0	7.66325548456391	6.2017775105387	0	5.03264214866874	0	0	0	2.93500577443045	0	0	3.20937735726592	7.25420320315928	0	0	0	0	0	0	0	0	0	2.86686693388797	0	0	0	8.14312248469393	0	8.07207715304782	0	0	0	1.03838715055454	0	0	5.57562714453889	0	5.15754736132163	0	0.950487452065869	0	4.90632479885309	0	0	3.81314945002851	0	0	0	0	6.40133825673077	5.06368868554897	0	7.75075037186151	5.86474125044302	0	0	0	7.16400244683207	0	0	6.84751175806861	0	6.46342901957851	6.80946297113962	6.93413009350534	7.03160205722023	0	5.90451919581765	0	6.42227932154875	6.49939724277554	0	0	7.2976570717512	0	0	3.84299138523037	0	7.84160302496957	1.62405716836842	0	0	4.50917487738977	0	3.59720846892547	0	0	6.45330028579768	0	0	8.13318912805109	1.45235640204955	0	0	3.10188715499063	0	0	0	0	0	0	4.62640717340613	0	6.99545058235945	0.880403281917952	5.89564406640328	1.25137473096747	0	0	7.18543130281783	0	0	0	0	0	0	0	0
YDR186C	1.72115540333586	6.66814345646291	3.28870050330158	0	6.33783749132373	0	0	7.71418500855409	0	3.89421782658341	0	5.21976722905724	0	6.42207612189238	0	4.38838101921955	0	0	0	0	0	0	0	0	0	0	0	8.16739922676192	3.72876467210049	0	7.1524274433066	0	0	0	6.46228306476086	0	0	0	0	0	0	7.27400899292797	0	0	0	0	0	0	0	0	0	0	0	5.10793541516752	0	0	0	0	0	6.36151011252424	0	0	0	0	1.30786677238842	0	0	7.54433757618393	0	0	6.78170077680267	7.18257296005275	0	0.900625924085165	0	0	0	4.52413395825957	0	0	0	1.90615544126757	6.8909936991909	0	6.99417105184857	2.08648668809079	0	0	0	0	0	5.05734536134625	1.04973287844921	0	4.78381926695346	0	0	7.15689883669689	0	0	6.8292510144552	1.47757502706439	0	7.23808645220078	4.19527560397644	3.03443911097761	0	1.764156999436	0	4.94016314487149	0	2.94993053410088	0	3.81930807318209	0	0	0	0	6.66395446636319	0	0	0	0	0	0
YDR150W	0	2.26300849117529	4.98655227175967	4.74370189357129	7.47577169431088	4.68715815819531	0	0	7.0907145523175	4.04443267503986	5.05688528110975	7.25072451188848	4.85000097648092	5.15922079410819	0	5.75970833142647	8.22292276300952	7.10281960159692	0	5.98325593791698	0	2.96339995596006	4.45585439240683	2.17452928000684	2.69350757040255	0	7.58767057170671	4.00708325202008	3.97354762271909	3.64851754104725	0	7.3513866353686	3.31194914966749	2.23766906936775	2.97033544842923	0	0	0	6.76009272292805	5.1396631341572	0	3.08765235603078	2.68462058751338	0	0	5.50602235165623	0	0	5.11270021007186	0	6.98279803194285	0	0	7.0762134628946	8.15190727075997	6.24304338929392	4.65951177401938	7.52780594701626	0	1.87307451387213	0	0	8.13948350949292	0	7.66660050253627	3.73893112483214	0	0	6.88389497084051	8.41059073036505	0	1.18694915312717	5.38641575044327	4.0534384068926	4.4169071183524	8.96576529326109	4.24813317544856	4.33187472385789	0	8.3337481464642	0	0	0.567852585691685	0	0	3.49602300578189	0	6.843884370499	6.78441813498226	0	8.61007565918012	6.22262782709081	2.89159010126094	2.41685161657653	0	0	0	0.791140247242291	8.16756959381305	8.95072151067755	1.57406166567541	2.19206947858511	4.99916900576761	0	5.00783929723814	2.8410993493222	7.31224412086888	6.89772319071361	5.32567772617515	7.05852927114869	0	6.89147477932097	7.13226272022339	1.25137473096747	8.18801878894583	4.15473190995189	6.47675268192057	0	0	5.90461780919032	7.37533119075671	0	2.51935010748408	5.41112593376852	0
YDR243C	2.75328547012472	0	5.79151088270701	0	0	5.38924676703933	0	0	3.2883423549979	6.03230369477518	0	0	0	0	0	0	0	5.41040553488795	0	0	0	5.16869684052695	0	0	0	0	0	0	4.14327485969176	0	0	0	0	0	0	1.21459848689511	0	1.03780397316048	0	1.03838715055454	0	2.24809708047207	3.91797626648202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89011484037399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11310488465731	0	0	3.95554687894687	0	0	0	0.625275628017499	0	0	0	6.81708040117717	0	0	0	0	0	5.65197988091279	0	0	0	0	0	5.72723612082653	0	0	3.00823047835738	1.91125568171787	0	5.04643864826663	0	0	0	0	1.32605172384012	0	5.55397554144983	6.67572689566255	0
YDL182W	6.04199523894742	0.707806555670892	3.73131819269289	11.0554726127957	4.61448617388401	8.08906666820128	4.09500783307573	7.02452530661603	4.63250018029707	0	3.74610442400397	3.81074130881368	2.95402861852477	0	4.91340273577316	6.80468887382867	6.72086635303061	7.75107461055573	0	4.54536814815157	4.21389083544158	0	0.709037064890468	4.62038589688692	6.55413327519396	2.69293085850729	8.05950024548508	6.61628627755222	5.48018789201839	4.31356348454821	0	0.802812232082545	5.34169692792143	7.17443531808054	6.49909904725657	0	5.68562220224106	1.03780397316048	4.70579335964399	0	5.60121921737208	5.6368350851787	4.01805792206869	7.35110282154743	6.9867938814482	0.891181951744892	6.78274251234948	0	0	5.44129724741761	0	0	1.39445878812701	0	3.82215636620334	0	0	3.80505737789419	0	7.23011596048191	0	9.83374091172376	6.04096021792991	0	0	4.81625790204847	6.8233662351749	0	0	0	6.47002202413328	5.55340601270277	0	7.3724854742421	5.33154895109063	0	6.6655508653705	6.23191558519908	0.54359895795727	0	5.11214502738068	0	6.8909936991909	5.87898377463161	6.42569884258857	6.10115513049871	0	8.44627665380488	4.12596789407601	6.31067442933667	7.06322023796674	6.40551327105308	7.4635573013642	5.22295398827536	0	7.81516828312716	0	6.64875384679015	0	4.05973652053923	3.98464706558066	0	4.84107336670445	6.21195900824241	5.22381175447423	1.61127607996494	0	6.91692718526777	3.38953667845007	0	0	2.7837141039122	8.40136163585266	6.7823279965678	0.661083257624644	6.76418504058804	7.53475902933295	0	0	7.70505886084463	5.43297162803706	5.8071210322547	2.1312220502642	7.29813945626352	0
YDR362C	4.8930001962654	5.72607248556621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94186120456465	0	0	0	0	0	0	0	1.77087125040605	0	0	0	0	0	0	0	0	0	0	0	5.02759225455448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71759727377039	0	0	0	0	7.64914331110682	0	0	0	0	0	0	6.84624762716474	0	0	0	0	0	7.54196060507748	0	0	0	0	0	3.20740475844965	0	3.85146680131733	0	0	0	0	4.91762881743566	0	6.13572856469832	0	0	0	0	3.5486172772143	0	3.43034486280193	0	0	0	0	0	0	4.05458995709883	7.88004121887171	0	0	0	0	0	0	0	0	0.880403281917952	0	0	0	0	0	0	7.86918739953827	0	0	3.58474420475152	0.745174348530263	0	0
YDR232W	4.43782903758109	0	6.87862483091644	7.21458348846436	0	6.40895972613502	0	0	0	0	4.43940839397041	6.7022406684054	6.24951605063478	5.31838731691096	0	1.68520656776679	0	5.29056092057083	0	0	6.29383596655735	4.13038002896942	2.26551968876593	6.80027975967859	0	0	5.63225521482122	7.62222563692008	0	4.71034744452656	0	0	6.75719448509278	0	5.6601980949017	0	5.72190660080943	7.09645071520824	0	0	6.58628247775756	0	0	5.06409403230953	4.5449981222716	0	6.95528218362942	4.81399847855411	6.97174648182025	3.97217484877447	0	0	0	7.2542870127922	0	0	6.84830733032591	7.96249513373099	0	6.38468606341953	0	7.79485928149575	8.2798700430531	0	0	0	1.49081788238734	6.45223036474696	0	0	4.95087466490188	0	0	0	0	0	0	0	5.66899418043459	0	0	1.50185169438032	0	0	0	8.0591989178201	0	0	0	0	0	0	0	0	1.92387669156292	0	0	0	0	0	9.56106809687232	0	5.22935708317768	6.67545278272352	0	0	0	4.73147558258075	0	6.72280383944238	7.40204540214734	4.66595009215353	0	1.91125568171787	0	6.52178610668117	5.59558058665785	7.11249856605	0	6.04211782819392	0	5.32844271089937	0	0	0
YDR158W	8.86462941648167	7.23932733253759	0	9.01642132643402	8.48438898927035	7.19318676515582	9.13396783873196	9.63050977709209	0	7.70758162127456	7.94765230831626	7.30859477205042	0	7.3037547426259	8.62607031044955	0	0	8.17152259979274	3.11441063354333	9.33174298562174	6.76032035933994	8.69966107718614	7.738961934232	6.59831293680236	8.09315295911982	0	6.42709017316191	8.08327284618043	8.48359753060584	9.35910722736274	7.33721217728741	7.79516957263737	3.91020866848959	6.10092442735002	7.79115766461582	7.6798861525314	6.42973013109957	1.03780397316048	7.65241227742999	1.86188609964086	7.37391007701262	9.21331863931609	5.8030741005133	7.7973295119058	6.79386275741605	5.66027575823817	7.9412703434139	0	6.94113401479256	7.00395266336689	6.79035254551524	6.4633627423976	0	6.28208080320388	0	0	6.33909021721903	7.81589046306053	8.96242621335796	9.94985439873228	7.7117374046861	10.1048384675181	0	1.05179402259575	6.84087734781501	0	0	8.44502262475589	7.32680922615148	6.72373603237342	8.73611507912748	9.96120671103517	6.54337990108739	8.70124924401701	8.14168860793897	6.12570644059405	7.37525521050517	8.9023818423057	1.50101438583597	0	8.18217680057973	6.26735748943817	7.26126480258279	0	8.00486282120908	7.793144978614	0	5.8563891643943	7.6653859998288	3.04566287125947	6.24460971118455	7.18318679039263	7.4635573013642	7.40238710270542	6.282557597579	7.83053017510776	0	4.563383266762	0	7.74104795075846	5.53855705909906	7.19876528553424	0	6.13789713513733	0	7.4902821493415	7.43093799196559	7.83726012202424	7.01097051073916	4.80735132815282	8.18872473168772	7.10039060174631	8.03173420426954	3.74697216113398	6.8947899458929	8.64104338446496	5.26247801028395	6.86256790835289	6.48349361330336	8.99204663342539	0	4.01100388241013	5.85296895866247	2.25621858174626	4.90651335214634
YDR439W	0	6.80517401380633	0	0	0	0	0	0	0	2.09195390525918	0	0	0	0	0	0	0	0	0	0	3.21134136865222	0	0	0	0	0	0	2.20754923236734	0	0	3.58688538567087	0	0	0	0	0	4.96116517329887	0	7.19879687835772	0	2.02408941942692	0	5.85812345782364	0	0	0	6.84257802853506	0	0	7.24040091797132	0	0	0	0	0	0	0	6.64654974026227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88414224969541	0	0	0	0	3.72392346438822	0	0	0	0	0	0	0	1.31981935281596	3.95554687894687	0	0	0	1.06005498688314	0	0	0	0	0	4.82953049794004	0	0	0	0	0	0	6.62649934869221	0	0	0	0	0	0	0	0	6.25031933179777	6.42189266906343	0	0	3.80520880147076	0	0	0	0	1.33679922167376
YDL206W	0	0	0	0	0	5.80494329528509	0	0	4.00307125259917	0	0	3.48538317264324	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93157849329759	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31591492920255	6.77992880547569	0	0	4.69027952662811	0	0	0	0.69293914963888	0	0	0	0	0	0	0	0	0	0	4.46953238534128	0	0	7.09369244539532	0	0	6.21042239961786	0	0	7.55400086007096	5.0878337234082	0	0	3.64274434849295	0	0	3.65933728897843	1.44396036491918	1.70059001249029	7.79161658566371	7.17222841368652	0	0	0	0	0	5.5354220052613	0	0	0	4.45607535136373	0	0.723039351946452	0	0	0	0	3.41193022190683	0	0	8.36665256576781	0	0	0	0	3.32316824446922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
