	alignment/bam/SRR20707035_sorted.bam	alignment/bam/SRR20707036_sorted.bam	alignment/bam/SRR20707037_sorted.bam	alignment/bam/SRR20707038_sorted.bam	alignment/bam/SRR20707039_sorted.bam	alignment/bam/SRR20707040_sorted.bam	alignment/bam/SRR20707041_sorted.bam	alignment/bam/SRR20707042_sorted.bam	alignment/bam/SRR20707043_sorted.bam	alignment/bam/SRR20707044_sorted.bam	alignment/bam/SRR20707045_sorted.bam	alignment/bam/SRR20707047_sorted.bam	alignment/bam/SRR20707048_sorted.bam	alignment/bam/SRR20707049_sorted.bam	alignment/bam/SRR20707050_sorted.bam	alignment/bam/SRR20707051_sorted.bam	alignment/bam/SRR20707053_sorted.bam	alignment/bam/SRR20707054_sorted.bam	alignment/bam/SRR20707056_sorted.bam	alignment/bam/SRR20707058_sorted.bam	alignment/bam/SRR20707059_sorted.bam	alignment/bam/SRR20707060_sorted.bam	alignment/bam/SRR20707061_sorted.bam	alignment/bam/SRR20707062_sorted.bam	alignment/bam/SRR20707063_sorted.bam	alignment/bam/SRR20707064_sorted.bam	alignment/bam/SRR20707065_sorted.bam	alignment/bam/SRR20707066_sorted.bam	alignment/bam/SRR20707067_sorted.bam	alignment/bam/SRR20707068_sorted.bam	alignment/bam/SRR20707069_sorted.bam	alignment/bam/SRR20707070_sorted.bam	alignment/bam/SRR20707071_sorted.bam	alignment/bam/SRR20707072_sorted.bam	alignment/bam/SRR20707073_sorted.bam	alignment/bam/SRR20707074_sorted.bam	alignment/bam/SRR20707075_sorted.bam	alignment/bam/SRR20707076_sorted.bam	alignment/bam/SRR20707077_sorted.bam	alignment/bam/SRR20707078_sorted.bam	alignment/bam/SRR20707079_sorted.bam	alignment/bam/SRR20707080_sorted.bam	alignment/bam/SRR20707081_sorted.bam	alignment/bam/SRR20707082_sorted.bam	alignment/bam/SRR20707083_sorted.bam	alignment/bam/SRR20707084_sorted.bam	alignment/bam/SRR20707085_sorted.bam	alignment/bam/SRR20707086_sorted.bam	alignment/bam/SRR20707087_sorted.bam	alignment/bam/SRR20707088_sorted.bam	alignment/bam/SRR20707089_sorted.bam	alignment/bam/SRR20707090_sorted.bam	alignment/bam/SRR20707091_sorted.bam	alignment/bam/SRR20707092_sorted.bam	alignment/bam/SRR20707093_sorted.bam	alignment/bam/SRR20707094_sorted.bam	alignment/bam/SRR20707095_sorted.bam	alignment/bam/SRR20707096_sorted.bam	alignment/bam/SRR20707097_sorted.bam	alignment/bam/SRR20707098_sorted.bam	alignment/bam/SRR20707099_sorted.bam	alignment/bam/SRR20707100_sorted.bam	alignment/bam/SRR20707101_sorted.bam	alignment/bam/SRR20707102_sorted.bam	alignment/bam/SRR20707103_sorted.bam	alignment/bam/SRR20707104_sorted.bam	alignment/bam/SRR20707105_sorted.bam	alignment/bam/SRR20707106_sorted.bam	alignment/bam/SRR20707107_sorted.bam	alignment/bam/SRR20707108_sorted.bam	alignment/bam/SRR20707109_sorted.bam	alignment/bam/SRR20707110_sorted.bam	alignment/bam/SRR20707111_sorted.bam	alignment/bam/SRR20707112_sorted.bam	alignment/bam/SRR20707113_sorted.bam	alignment/bam/SRR20707114_sorted.bam	alignment/bam/SRR20707115_sorted.bam	alignment/bam/SRR20707116_sorted.bam	alignment/bam/SRR20707117_sorted.bam	alignment/bam/SRR20707119_sorted.bam	alignment/bam/SRR20707120_sorted.bam	alignment/bam/SRR20707121_sorted.bam	alignment/bam/SRR20707122_sorted.bam	alignment/bam/SRR20707123_sorted.bam	alignment/bam/SRR20707124_sorted.bam	alignment/bam/SRR20707125_sorted.bam	alignment/bam/SRR20707127_sorted.bam	alignment/bam/SRR20707129_sorted.bam	alignment/bam/SRR20707131_sorted.bam	alignment/bam/SRR20707133_sorted.bam	alignment/bam/SRR20707134_sorted.bam	alignment/bam/SRR20707135_sorted.bam	alignment/bam/SRR20707136_sorted.bam	alignment/bam/SRR20707137_sorted.bam	alignment/bam/SRR20707139_sorted.bam	alignment/bam/SRR20707140_sorted.bam	alignment/bam/SRR20707141_sorted.bam	alignment/bam/SRR20707142_sorted.bam	alignment/bam/SRR20707143_sorted.bam	alignment/bam/SRR20707144_sorted.bam	alignment/bam/SRR20707145_sorted.bam	alignment/bam/SRR20707146_sorted.bam	alignment/bam/SRR20707147_sorted.bam	alignment/bam/SRR20707148_sorted.bam	alignment/bam/SRR20707149_sorted.bam	alignment/bam/SRR20707151_sorted.bam	alignment/bam/SRR20707152_sorted.bam	alignment/bam/SRR20707153_sorted.bam	alignment/bam/SRR20707154_sorted.bam	alignment/bam/SRR20707155_sorted.bam	alignment/bam/SRR20707156_sorted.bam	alignment/bam/SRR20707157_sorted.bam	alignment/bam/SRR20707158_sorted.bam	alignment/bam/SRR20707159_sorted.bam	alignment/bam/SRR20707160_sorted.bam	alignment/bam/SRR20707161_sorted.bam	alignment/bam/SRR20707162_sorted.bam	alignment/bam/SRR20707163_sorted.bam	alignment/bam/SRR20707164_sorted.bam	alignment/bam/SRR20707165_sorted.bam	alignment/bam/SRR20707166_sorted.bam	alignment/bam/SRR20707167_sorted.bam	alignment/bam/SRR20707168_sorted.bam	alignment/bam/SRR20707169_sorted.bam	alignment/bam/SRR20707170_sorted.bam
YPR085C	5.81065088546689	6.51671822258085	0	0	0	0	0	0	0	4.92453968682363	0	0	0	6.32540896825367	0	0	0	0	0	0	0	0	4.45585439240683	0	6.70354926723323	0	0	8.20326983017037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14027984708124	0	0	0	0	4.19093555587728	0	0	0	6.85224535461798	0	0	0	0	4.88538877111128	0	0	0	0	0	7.66344474192743	0	0	2.57060972615648	0	0	0	0	5.13767720052872	0	1.39678511425767	6.59030760335921	0	6.12570644059405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6363486257077	0	0	0	0	0	0	5.23197872236351	6.04756657207036	0	0	8.66011964601107	0	0	0	0	0	0	0	7.04021008122823	0	0	0	0	0	0	0	0	0	0	0	5.91910682729734
YPL008W	6.38701996952899	0	0	0	0	0	0	0	0	0	0	5.36569241745006	6.02494998213258	6.67839505068044	0	0	0	0	0	2.88475326393006	3.62765416448877	0	0	0	0	0	0	0	3.78115677355261	0	0	0	0	0	0	0	0	0	0	0	0	4.66554223503034	0	0	0	4.39816785248356	0	0	4.73845003417557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3972766178904	2.51488842874181	0	0	0	0	0	0	0	7.13464186204681	6.46073544284497	0	0	0	0	1.55053731448867	0	0	0	0	0	0	0	1.20245639041241	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98689041691774	7.16829867017148	0	0	0	0	0	0	0	0	0	0	0	0.81476302635736	0	0	0	0	3.71931300235022	7.06569781357057	0
YPR152C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01610901776943	0	2.06794760131825	0	0	0	0	0	0	0	4.46664333570113	0	0	0	0	0	0	1.71328295040938	0	0	0	0	0	0	0	0	0	0	6.37592075546797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18086158810143	0	0	0	0	0	0	0	0	5.19958671636629	0	0	0	0	0	2.64686554553591	0	0	0	0.93812004934398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81568398486874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL212C	0	2.7441332469635	0	7.38454265761752	2.69653853039048	1.05422154793192	0	0	3.46240989897322	0	4.20047979126003	2.31223964176029	0	4.53789770044983	8.17637416079248	0	0	5.5210537276028	1.46871505182821	0	1.61613570745055	0	0	2.00444009282129	4.85936419609268	0	0	7.43879923532588	0.985952446589539	0	4.10433724830561	7.76585971084123	0	6.22078689672295	0	0	0	0	3.79078793094162	0	1.34123170167124	2.24809708047207	0	0	5.79920965732754	0	4.90247354841991	0	0	0	0.908814817290855	0.672172003061477	0	0	0.865145481543395	0	1.65155222822406	0	6.63983013454252	0	0	0	0	0	0	0	0	0	3.48761387611439	0	4.73623567550967	0	0	0	4.14772228079817	0	0	0	2.22058784856002	0	0	0	0	0	0	6.54755890920858	7.5736396014098	4.6157140730722	0	1.96454775588579	1.20245639041241	0	0	4.50463435950888	5.68087097018802	6.80610169925454	0	0	0	0	3.1553721741314	5.16203473424882	0	7.89083129661353	0	1.0197800417092	5.77378804352014	7.14577530216553	1.12761521360483	2.51727261720429	0	0	0	3.50527010655036	4.45455109456165	6.85864328230866	4.20526922539888	6.68239396701904	1.81150037037868	5.68423410372931	0.810301573521717	6.82074065639029	3.92597220223141	1.32823364798288	2.82855276095693
YPL119C	0	0	0	6.3663405505008	0	0	8.03904584193983	0	0	0	0	0	0	0	0	0	0	4.09621380335094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03734848023478	0	0	0	0	0	0	0	0	3.69663151639011	0	0	0	0	0	0	0	0	0	0	0	0	3.24211890232523	0	0	0	3.03646608963124	0	0	0	0	0	0	0	0	0	0	6.04473688070076	0	3.70538840035753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL078C	0	5.97877356239795	5.94319416706194	6.97534037034821	4.18828602843097	5.14775918458328	0	6.65910324550932	5.96322513847948	6.56709603322654	5.96029020699765	3.24788462479686	6.26542501239918	6.73594188504438	7.33996756721511	4.22704135522644	5.99299009388608	3.24420049844938	0	4.81453143927328	7.01192888907055	0	5.26483839770738	5.38081422806349	2.35095878432956	0	5.22688089968039	6.77566943394649	3.83171271902098	5.59128875781827	4.64247113711657	0	6.68747185030935	0	4.73549193795892	5.05998966604448	4.96116517329887	5.90625581367635	4.97036828627093	5.58195054774506	6.90520457720288	3.08765235603078	0	4.79319773977	0	0	6.12942495296714	0	4.80796104591388	5.00096625596078	0	3.47105641818053	0	4.73372730716097	5.89064506613804	5.93944902934785	3.02486030234608	1.51296527618377	0	6.74852775096654	0	7.24852818662423	6.94814992491244	2.40392886299311	5.87170385194538	7.44228961640466	7.25814706897166	5.27185824690496	0.8366694127764	4.6008115725575	3.25566077114606	5.83731618621307	7.21722408615479	5.49859120252736	6.36534242798026	0	6.83626554190871	5.79556808225186	3.58285694624113	4.75157662862367	0	0	5.62151137209231	0	6.35938357335288	3.6899841407186	3.05109763492263	6.43302719046225	7.13093509301577	0	0	4.7132824789086	3.89839263965435	4.46973715952233	5.37569935873895	0	0	0	4.80304470653637	5.52574529806538	4.93834538949059	2.32648145709994	5.75785715569687	6.81099188794163	4.32560188072725	3.03443911097761	4.93837549083887	6.49950851031352	5.52446994918976	3.92362112995822	5.4763077438076	6.93177917952995	0	5.429977135754	0	0	0	1.33228882244236	7.407712194651	5.44068533259058	0.810301573521717	1.24778964614782	5.99739277893323	0.811861698994633	5.72466939791389
YPL195W	7.40794543543901	0	0	0	0	0	3.34961918393908	0	5.60312114606261	4.84486924236515	5.37732054865075	0	6.98529518184877	0	0	6.41282972564979	8.49771719124587	5.32146825024086	6.7020882820758	2.88475326393006	8.27517692229646	3.42138663362355	2.99672121496939	0	6.79520138573643	4.02728852179704	0	2.54230749940233	6.50345642370227	2.37754811071141	0	0	0	7.33580191310518	5.04031649485549	7.14630022012852	0.72721218614643	4.71558605464477	7.30378116872479	6.0170929386971	7.36050851425754	0	1.39436875418967	0	0	0	6.46256172796968	0	0	4.30568854697728	0	0	5.49122062613278	0	5.18291089548924	0	3.02486030234608	0.946341717656861	0	5.35568088538812	7.73961942997412	0	8.37686448734226	0	7.65608347050907	7.80301515945295	2.20819422394301	6.59011506886383	0	3.41870220618916	3.25566077114606	6.04684240576522	0	0	5.33154895109063	0	6.37090187040895	3.46566658850818	4.16441244751752	4.79715369800422	7.77885784991061	7.88520629610037	1.96121332834712	0	4.65180631858722	0	4.91426275276594	5.9746899004166	4.12596789407601	0	7.34307596896804	0	5.6193130274793	2.41685161657653	0	7.63442053760984	1.89537160163942	0	0	3.4326593391267	1.57406166567541	6.5516656822264	0	0	0	0	0.849337304074213	0	7.98526800021569	0	1.57438158980501	8.78393254972579	0	3.10328768028246	0.661083257624644	0	0	7.86577541872649	3.19499034449944	2.90488764909302	5.74820512719092	4.01100388241013	5.40076968909263	2.00787764458334	6.63547496094752
YPL025C	0	0	0	0	0	0	6.64144898427563	0	0	0	0	0	0	0	0	0	0	0	0	3.94186120456465	0	0	2.74683167581909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31266877841234	0	0	0
YPR060C	1.95280109214979	6.46594210042383	0	0	5.43606731680648	3.7990011687509	0	0	0	3.43158982522479	4.49343220906819	1.7077859880345	6.07996161885134	5.36776609218875	0	0	0	5.32146825024086	0	0	0	4.35243550397009	0	2.00444009282129	4.06375504426925	0	0	0	5.51153859297185	3.52247272051188	5.65099488172084	0	0	0	0	2.31100475878584	0	0	0	0	2.02408941942692	0	0	0	0	5.93677918353143	0	0	0	0	0	5.66821824016879	0	0	0	0	0	0	0	5.83100575569502	0	0	0	0	2.6241317386449	0	0	0	0	5.51069181040565	0	0	1.39678511425767	0	6.08534860593679	0	0	0	0	0	0	0	0	0	0	0	0	5.15610208454476	0	0	0	0	0	0	1.92387669156292	0	0	0	0	4.00209243536386	0	0	0	7.12213949975591	2.15827793529806	0	5.36049270879488	4.39045824775731	5.96851882337128	3.07467340165783	3.89205549579044	3.47127563790027	0	0	0	5.40950064567754	0	4.42581163245119	6.05010670797024	6.27384291350269	0.810301573521717	0	0	0.811861698994633	5.91910682729734
YPL199C	0	0	0	0	6.12767851279718	4.85755969944604	0	0	3.75792087789715	0	5.51428084288071	0	0	0	0	0	0	4.89804698806957	5.98778916507042	0	0	5.79173053146586	0	1.81158389146386	0	0	2.82271875513032	2.20754923236734	1.78724486282999	0	0	0	0	6.56455923642001	4.98947193114667	1.21459848689511	0	0	0	0	4.03004944586227	0	1.66523210418122	0	6.08816037207064	1.64926479100531	6.62812000176215	0	0	0	0	0	0	6.7464072289635	1.40220190588011	0	4.53175904452122	0	0	0	0	2.93207010850942	0	0	0	0	0	0	0	1.55520718727126	0	0	0	0	0	5.28001621865657	0	3.8476819030218	0	4.70451260286318	5.60383498060954	0	2.76294118177802	0	0	4.94323289087163	0	5.20533228677279	0	0	0	4.33461741828729	0	2.41685161657653	0	6.41586897793931	0	2.61190207840049	0	5.62455674108093	0	1.69198215969195	0	0	0	5.68237328875628	0	0	0	6.18090003353855	3.68576847314861	5.77655011432977	5.62165409847758	0	0.661083257624644	3.45704132111721	0	0	6.31178882738524	3.80520880147076	0	2.70023821534185	0	1.32823364798288	5.72466939791389
YPL228W	0	0	0	4.79821281689086	0	0	0	0	2.25051426588173	1.78552462568866	1.4091147907903	6.14359105347738	0	0	2.83467810254792	0	0	6.31871549486961	0	0	3.62765416448877	3.76848360626325	0	6.76741389996758	3.20214555661133	0	0	6.38597529622058	4.78013958954032	0	3.73465601136007	0	0	0.801795105223782	0	0	0	3.06552074209354	0	0	0	0	5.13764436763075	0	0	0	0	0	0	0	5.85891748595731	5.32801173922623	0	0	0	0	3.2580453751876	0	0	0	0	0	0	0	7.29856398488186	5.971717250155	0	0	0	0	3.78937340100507	1.8292064457851	0	6.66615423746556	0	8.07373480426253	0	6.13702343445012	0	6.8252573469269	0	1.50185169438032	0	0	6.39292220739374	5.52100572421679	0	0	0	4.20299910287888	0	0	0	6.96847969903355	4.45668112411996	0	0	0.791140247242291	0	0	0	0	2.43987283859527	0	0	0	2.07268639032173	0.847129589690992	0	0	0	0.880403281917952	0	0	1.7333881583798	0	6.50341972410015	0	5.20039909193647	0	0	0	0	5.97611097637181	0
YPL018W	0	0	0	0	0	0	0	0	0	0	0	0.647680918259079	0	1.91789405192444	0	5.42966360535393	0	0	0	1.37653978054066	0	0	0	1.00296157969432	0	0	0	0	2.97532628407507	0	0	0	0	0	3.63172214378202	0	0	0	2.89143400896896	0.610667085932325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0152805464906	0	0	5.22826500228268	0	0	0	0	0	0	0	1.18694915312717	0.861217601247118	0	0	0	0	0.564094381908902	3.58285694624113	6.37742472626272	0	0	0	0	0	0	1.02941987030744	0	0	0	0	0	0	0.625275628017499	0	0	0	0.791140247242291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52734740309654	0	0	2.35736033187667	0	0	0
YPL259C	0	1.53603145365949	0	0	0	0	0	0	0	0	0	0	4.08993118852624	6.1388915800627	0	2.93500577443045	0	6.51865692182183	0	0	3.95034689654691	6.912633920061	4.41351318206396	4.88835995912183	0	0	0	0	0	1.03501297642761	0	0	4.58289365308711	0	0	7.00510260132592	0	0	3.36992604907865	7.11413679980009	0	0	3.9688847698505	1.54054382212344	0	0	4.8333709486098	3.44163974945431	0	0	0	0	5.13778554971772	0	0	5.87023464059201	4.34166084406748	7.52780594701626	0	2.32039395626388	0	0	6.32647748696739	0	0	6.90176602459818	0	6.99668771003633	3.58531278081583	0	0	0	6.23473014346023	0	0	0	7.18756767067772	0	0	0	4.40272311243672	0	2.65660412423654	0	1.55141838670967	0	0	2.57312241342955	4.95079358834293	0	6.80234178287284	0	5.265104090747	0	0	4.65014954776798	0	0	2.6345095559543	0	0	0	3.12852326954804	0	0	0	0	0	0	7.50163447231114	2.30922165760257	0	6.57447879050986	5.35895069493448	4.01015381474926	0	3.83718771694847	6.54842309305517	7.73963582483967	0	7.2665647470447	0	0	0	4.27133869223971
YPR150W	3.26510123758542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52370203459911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17281993654438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33679922167376
YPL072W	4.18804685347739	0	0	1.0226581641521	5.17968233443463	0	0	0	2.86080537717137	1.39595412319648	0	3.48538317264324	1.42614386252975	0	0	0	0	0	0	0	0	0	0	0	0.751553959058493	0	0	6.17336123251312	0	5.45990419301765	0	0	0	0	0	0	0	1.63515082303958	0	0	0	0	4.01805792206869	1.54054382212344	0	0	0	0	0	1.39654715469389	0	0	0.85953195639096	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20819422394301	4.5595743799605	1.36280360889718	6.04326653440574	0	7.10441777002664	3.06162712896657	0	0	0	0	1.76226195306387	0.54359895795727	0	0	0	6.57794003629304	0	0	0	0	6.0574550293353	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93342346992448	0	0	0	0	0	1.764156999436	0	0	0	0	0.624786204744641	7.59697310412736	1.11272613144914	0.609147283241253	0	0	0	0	0	0	0	0.811861698994633	7.14346559883893
YPR179C	0	2.87444084735651	0	0	0	0	0	0	0	0	0	0	0	4.25259877390255	0	1.68520656776679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77230850832134	6.56691851243935	0	0	0	6.91323587306141	0	0	0	0	2.27327372305177	0	0	0	0	0	5.05189973770894	0	0	0	0	1.12891385114337	0	0	0	5.46339503130428	0	0	0	0	0	7.17686485545016	0	0	0	0	0	0	0	0	0	0	0	3.13781201262233	0	0	2.64403854489215	6.52210658493197	0	0	2.01910956269144	0	0	0	0	4.23719576337265	0	0	0	0	0	0	0	0	0	4.34251456975142	0	0	0	6.09334699900352	0	0	0	0	0	0	0	0	0	0	3.44498378205643	0	0	0	0	6.92251705632643	0	0	0	0	0	0	0	0	0
YPR096C	0	0	0	0	0	0	0	0	0	0	0	0	3.47555820193367	0	0	0	0	0	0	0	0	0	0	0	0	6.29684005727738	0	2.68444839484365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10762132552283	0	5.89662272868078	0	0	0	0	0	0	2.755029281963	0	0	0	0	0	0	0	0	0	0	0	0	3.29007576946487	0	0	4.61561718807977	0	0	0	3.04819866108576	0	2.45960923754972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL028W	7.96376670890258	7.09307690976512	6.42779830232074	8.13226603303344	7.70424800413955	7.03637460422071	0	0	7.75814812417507	4.47321087048553	4.49343220906819	6.50032976365867	4.62186710194982	5.78620055333112	7.11905851623226	8.29203112286442	0	8.0476023405846	6.45318638484266	8.2188754882199	7.28461240449469	7.66565731060398	7.16164218789198	7.56812827290969	8.03041123780518	7.34696759936711	4.57173993324905	8.70032586140653	7.84533245657032	7.55263459318042	6.60810016440688	3.19998351539012	2.60962933715325	5.60197006269324	7.4911021063128	8.34245987169841	7.56308523663185	8.5173770286788	7.15810795625935	6.68973566153947	6.83910271998874	6.38391650196623	6.01168946888132	7.97202871089784	0	7.45415761396568	6.78883898146813	7.18267453332244	0	4.18137508214839	7.28021805520115	5.32801173922623	6.43491514374195	0	3.54594408854804	8.09855823813451	7.76836366667804	6.14003241567567	7.67301832901967	8.31248252278381	0	8.13452783918684	6.19077053514543	0	0	0	0	8.85381837431127	6.64423448860331	4.95655708252454	6.53797762873748	0	4.92583563838197	7.08071887905013	7.31763790696312	4.91892706278488	7.76176731893167	6.67854154624686	6.34940646743407	0	8.0587503906704	6.9933587268136	0	0	6.65032168273792	8.31349941184149	3.75429314418461	7.54427671087622	2.80434148897387	7.07182225630344	2.63348857447173	7.15281117720231	8.80148510880059	5.54134327405731	0	8.78855546418904	0	7.04962517766998	7.80829644173222	5.96345696735666	0	8.63057204921147	7.9782645153673	7.07188324057779	0	5.62344728005564	5.38837314697208	7.95805758080676	5.32567772617515	5.63226456362845	6.32414676893181	7.61534594906887	7.58736312896946	8.41213662664949	7.73581568317933	8.58293289816737	5.80301043311173	7.68602760508406	6.0085250395321	7.00333121147637	7.77832430104074	8.84171977541726	6.48509129142242	7.96755396097186	5.63891067924366
YPL174C	0	0	0	5.47020076278295	0	0	2.48462718425147	5.88908924045583	0	0	0	4.34099134860558	5.98707451057534	0	0	6.65411896069837	0	2.95984279384013	1.74717409358451	0	0	0	0	2.32666370859451	5.95048875672754	0	0	3.77253486784694	5.14248353060634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62323089063576	0	0	0	0	0	1.75440893575836	0	0	0	0	0.777287092880425	0	0	0	0	0	0	0	0	0	0	0	0	5.83854892006725	5.37911951954721	0	0.861217601247118	0	7.03523842964907	0	0	0	0	0	1.78352719669265	0	0	4.2326735328101	6.32504666520461	0.62404244412082	0	0	0	0	0	3.47157680529284	0	0	0	0	0	0	0	4.05973652053923	7.24111322673641	0	0	0	0	1.0197800417092	0	0	0	0	6.21313124546366	0	2.26119262166733	0	0	6.31838201639618	0	2.01293932516205	0	0	0	2.84528504349963	0	4.13917940807469	0
YPR031W	0	0	0	1.0226581641521	0	2.6742317207638	0	0	5.96322513847948	4.57547904828053	0	0	4.35075608057217	2.36962448925534	0	5.2731314624198	0	3.48163317075705	1.1233363125498	0	0	0	0	0	0	0	0	5.92390613040961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64926479100531	0	0	0	0	1.46205492146919	0	0	0	0	0	6.33909021721903	0	0	0	3.19877290329284	0	0	0	0	0	0	1.17281993654438	0	0	0	2.88431249467386	0	7.80038351653	0	0	0	0	4.16441244751752	0	0.687658326263236	1.50185169438032	0	2.44626724774823	0	0	0	0	0	1.96454775588579	0	0	0	0	0	0	0	0	0	0	4.98413247659372	0	0	0	3.27195492121885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0051526971797	0	0	0	0
YPL257W-B	2.152347379709	2.26300849117529	1.86064295665521	2.03385518234673	2.51076964345134	3.26495360823895	3.64296055991461	2.87441661015461	1.80969551684921	3.43158982522479	2.57706014048599	2.85461932936014	0	0	3.35060394452541	2.44141144048852	2.63787653708945	0.885612600857831	1.46871505182821	1.37653978054066	1.61613570745055	1.96868572568585	1.82328086404468	1.58890992417211	0	2.09752794974158	3.33805584142253	2.54230749940233	0.575612679442884	2.37754811071141	3.23634009768518	2.23954827461467	2.88349093548484	0.801795105223782	1.71328295040938	1.86454223703043	1.85668631046845	0	2.50313151335298	2.87254928617815	2.27327372305177	4.30398465546805	2.41772927405726	0	0	1.43796806599582	0.950487452065869	1.5108205058377	1.21266092858701	2.09268600459248	3.15340365421711	0	2.09010759569346	0	1.40220190588011	0	2.58432145794515	2.90474633494152	1.93380271888252	1.22129677452641	2.34791702625227	2.78558259335166	5.46691188267899	1.65361606820963	4.43699645382288	3.07226132255607	3.32946994413491	2.58930272790059	1.74750223688969	1.55520718727126	3.78937340100507	3.31280378951764	0.861217601247118	3.71548276071087	3.04819866108576	3.88414224969541	3.20964698517147	2.27132801829475	3.63692657185024	2.81807855162973	3.05797093273757	3.69023697213597	1.77043907321638	3.84299138523037	3.65378345946654	1.39152725448304	1.02941987030744	2.23671301711802	0	1.96454775588579	1.56167684898757	2.59609948448629	0	2.41685161657653	1.92387669156292	3.04138110030124	2.34490426652547	1.67415543772636	0.90170549872839	0.725246952723227	2.57132353851746	2.19206947858511	2.11084905324348	2.0633323617581	0	3.03443911097761	0.849337304074213	0	0	1.88752255103068	0	2.7837141039122	0.624786204744641	1.25137473096747	1.45617977110137	1.03612681939528	2.1120756520529	2.01293932516205	1.52734740309654	1.80570434350319	1.70519670671158	2.35736033187667	1.59861792407895	2.25621858174626	2.47967264638826
